sentence_hash	sentence
f8c5d6f87e01f7cc44666183898ce957	For those who can't afford to pay for the service, they will turn to cheaper alternatives such as traditional methods or seek illegitimate abortion services that are harmful which are usually available at a lower cost.
6160a3427ec991e399ca2d640ef3e29e	Maternal mortality: Abortion advocates wrongly assert that abortion is safer than childbirth.
d83d1d45390b0aeb16d0a9c917f9938f	Before the legalization of abortion, boyfriends who impregnated their girlfriends and took them to get abortions could be prosecuted if the abortion caused her death.
de85c917f4f0f628c83420c9f91fc45c	Sadly, the overuse of these elements can lead to other problems at a mental and physical level.
721b9f62b097a77b8f262df153bf1670	We have declared that there is no such thing as sub-humans -- and that no human being's rights are superior to another human being.
168b31d2e95b91ca9cb9dbea8c6530a1	PROBLEM STATEMENT Abortion was supposed to empower women, free them from the rigours of childbearing and the drudgery of housework, and enable them to achieve an equal place with men in the workforce.
23d75cf11781147337695fabaf6c7dd8	In fact, mental illness can be a medical indicator for abortion; for women for whom giving birth can aggravate mental health problems, an abortion is often necessary to prevent further degradation of their mental health.
40c30170a57b39f05fcd67f690e73483	This has a detrimental impact not just on the immediate families but also on society as a whole.
3c4e40e4a0030d7be5172251b5fe8b86	The truth is that legal abortion has increased, rather than prevented, the pain, suffering and exploitation of women.
99a9ac0e940fa55298743dd8d3721161	Late abortion can be lifesaving for women with medical disorders aggravated by pregnancy.
42b783548c38acf4f835f61e8d850384	The practice of abortions had been found to be very risky due to the lack of proper...
de3290a99788b443e3fa08587ec8c8a6	In addition, deaths and disability from unsafe abortion can be reduced through the timely provision of emergency treatment of complications.
d0cc3824146bffa9639b73b7caf27d7d	It requires doctors to inform the woman that having an abortion terminates the life of separate and unique human being.
f2cdfbff71540af313a331f3320a8033	"""The life of each human being begins at conception,"" and abortion ""ends the life of a separate, unique, living human being."""
cf640428942b9b6673e47ffddc76bc9b	It is insulting to women to suggest that the only way they can cope with their problems is to kill their own children.
875b6346fe5052a0bda167d5796217f8	If either parent wants that child and it is safe for the pregnancy to continue, then the parent who wants the child should has right to raise it.
4fab8740b7a085f0b4aaaf28e63ffbec	They argue that pregnant women will resort to unsafe illegal abortions if there is no legal option.
7efaab1b90a3528566e70242e386fc51	Larger fetuses must also have their skulls crushed so the pieces can pass through the cervix.
41249bb2bf194fbfa25749f626bb46bb	The Right Choice Due to unwanted pregnancies and financial distress, many children are often mistreated and neglected which leads to the idea of abortion as the right decision.
0c5484e321d660d58b750b0f91e7d12d	GIven that some healthy women with health fetuses, would get an elective, abortion (for a reason unrelated to health), should we still make late term abortion legal?
201a768ad2de8d5bee1dd98f005fd4ea	Read more Abortion, one of the most controversial issues in the United States today, should remain legal because it helps to regulate population levels, keep unwanted children from being born, neglected, beaten...
c26969695268ee443ba62b46de5a162d	Though a satisfactory answer can be hard to come by, the existence of this moral dilemma in no way lessens the case against abortion itself.
8f33abf716512b5bd4be5547a01c4092	Many unwanted babies are abused, neglected and/or battered or even killed by unloving or immature parents.
6c84b37ac91eb400e5d2d69ec4edbde1	Under H.R. 3, a woman facing cancer who needs to terminate a pregnancy in order to live might have to go into debt over the $10,000 that the legal and necessary procedure could cost.
469735f7fd365cd856058fc3a5a183f4	Effective medical treatments helped reduce abortion related deaths and the legalization of abortion never played a significant role (and never will) in affecting the numbers of women who died from legal or illegal abortion-related deaths....
746e721b9a5a66ee98f03c62e3bc54c6	No thoughtful person denies that the fetus is a potential person and that it looks increasingly human as it develops from a fertilized egg to a full-term fetus ready for birth.
1b9e6df369ca2dc1c0d3cc0ae41fd334	She claimed that the drug has the potential to fight breast cancer, and that by opposing RU-486, pro-lifers are consigning women to die of cancer.
903e0d2d9f02cb9803f0e0064bcc733c	The most common reasons for wanting abortions include interference with work or school, lack of finances, single parenthood, and health reasons, including fear of a possible defect in the fetus.
db3aec1db01c38d2547acc2c2baecdea	"""Therefore, only marginal or practically null effects would be expected from abortion legalization or abortion prohibition on overall maternal mortality rates in this Latin American country,"" the report said."
bcb80a09b8a343dc3c1f89f01a51327e	Doctors Say Abortions Aren't Needed to Save Women's Lives
d41ab57720e163cab34596fcf2397f7a	Most of public continue to believe that late term abortions should only be undertaken when the women is either seriously ill or when their babies have no hope of survival and will die a more horrific death if allowed to come to term.
fa288475942d3471527efd781e86a0ce	Our main goal is that of preventing unintended pregnancies and unwanted births every day to enable more women to have children by choice, not chance.
7064a8a33c3a9c0292b8db3f9e0cb29d	Russian and Dabul said that operators need to recognize the harmful effects of social ostracism felt by the abortion.
995d8119c8bd4932eaee0ebba8a425d6	This provides additional support for Operation Rescue's long-held assertion that closing abortion clinics decreases abortions and saves lives.
224666bea145703c1d1826ff9646b7ad	Consequences of unsafe abortion are from acute com- plications like infection, hemorrhage, shock, and laceration, to long-term health consequences like adhesions, infection, infertility, anxiety, and depression [2-4].
0fd5b181e4865817cfb5e822ffeea2c4	The explanation behind the plan to select abortion clinics for unique therapy is that abortion is fundamentally harmful; nevertheless, the facts say otherwise.
247d694f6dbec27b2ee0ee0f5a18e27e	"""Abortion is as American as Apple Pie"" - The Culture of Death Finds a Voice Abortion is now one of America's most common surgical procedures performed on adults."
8208aa1f7db07ed4dade932f0f52ef35	In developing countries, around 80% of women who have unplanned pregnancies have limited or no access to contraception.
3c78d3a7899d62e58ecdc5e48279b5d2	Medical abortion is safe and effective.
cc4437955bacd24e1f78ee925c27b8c8	And abortion greatly increased the incidence of miscarriage in future pregnancies.
cfbf2ceb46127c71f42a35e498e1e0c9	This dangerous and extreme change clearly puts women's health at risk, and mirrors a national abortion strategy to permit non-doctors to perform abortions due to the declining number of physicians willing to do so.
c38fac0f1b6179264b25dafcb81e63b8	Progression in medical technology have given women a safer, cheaper and simpler alternative namely, medical abortion.
