segment_hash	segment
9d7da3fc1b9f5bf54dc7dbf5db2db56d	a lack of access to safe and effective contraception contributes to unsafe abortion
d5642b975af2a3e74a2e52fb5d468afe	putting women's health at risk
64f7d0e6aa5aadb7a04c82ecf3390b23	individuals struggling with Abortion PTSD can feel horrible for no apparent reason
7fd92e8cb719dfb38f64fced59989d49	Women can get immediate medical treatment to prevent pregnancy
e50e42f0cf6ffb08d8708133942b8aa3	abortion rarely causes any long-lasting or severe psychological after-effects
db9be8293d85b72011e0ddd9b8a002e1	these policies have taken health care away from an estimated 130,000 others - when Planned Parenthood Gulf Coast is forced to close these family planning health centers
367acd1113948712aee9876d862d9b28	In the case of late term therapeutic abortions, these risks are even higher than for early term abortions
8bedbf770be07807dee1be7f0246856d	carrying a pregnancy until it can be delivered (usually early), does not reduce the chances of women with various cancers surviving
2c17caa2858501950f3c43251afd5eb4	the risk to mental health of continuing with an unwanted pregnancy outweighs the risks of living with the possible regrets of having an abortion
b344e2836766a3954f7f9caf4f26f1c6	induced abortion contributes to an increased risk of HIV or AIDS, particularly among younger women
18de1d5c6efc7c92779b7dccbd62c41a	PTSD symptoms can result in the person distancing themselves at an emotional level or even abandoning the children
0b81fdc77824683d6394e55f505a6875	"medical abortions are 5 to 10 times as likely to ""fail"" as surgical ones"
6c46df43b3ad3d56540c8791f1ce1941	effectiveness of medical abortion
db9d42dff8eb7b421153efb89c9b1deb	potential harmful ingredients in the medication
291aac1615480376dda021a60d5c3981	This pro-abortion law also opens the door to Planned Parenthood run clinics in public middle schools and high schools, and specifically provides federal tax dollars to establish these clinics
738b2b0407c147b501254ea54368eaed	deceased human babies get disposed of in hazardous waste containers
686e2e8de40239104ab7c3d2983b403a	Why should we allow children to be born to people who can't afford to give children a proper education
71c7782d57d9df0b6cd97124adee2e77	The evidence of abortion's devastating harms to women is overwhelming
9de40059245abeccc85224a9cce98ef0	Unsafe abortion is a major cause of injury and death among women worldwide
11dda0f14799d699e0cecf14604ac56f	some abortions will still take place, but relatively few will be fatal to the mother
9d18a9fcdd568641e11657ce5da67811	legalization of abortion is not only a way to provide effective and competent medical service to women who seek an abortion, but is also a way to obtain trustworthy data
4234d484d677aec84b3aaf98f736486d	of the devastation that abortion was having on families on an international basis
da0a38f7ce34f10c6e8089e51645fde7	Operation Rescue documented a record number of medical emergencies at abortion clinics that resulted in the emergency transport by ambulance of patients to local hospitals
a364642f65773daedf2003ea9d416cad	First-trimester abortion has become one of the safest and simplest medical procedures of all
b13cc285e4697dd7b5e55206db54f90a	"If being guaranteed a ""proper"" education is to be a prerequisite for a preborn child to escape being murdered, then perhaps the child's mother is the one who requires a proper education"
fbd2aa7a43b4b8fc657f34052fc08d8b	Will this growing trend make abortion seem more convenient, and less of a life-and-death matter, than it really is
3558c9c4ca7ab67d58ea6a86f50356de	the very real consequences that can come with a pregnancy resulting from rape
b0833e55d4746b6332004d90afe3a72a	we want to protect women's health and the lives of the children they carry within
cda4e06591063480bac6569aa0151223	Our board certified obstetricians and gynecologists are qualified and experienced to give you the treatment or help you need
8a1a9cf0aaae5bf9c39489ec9084219a	Women with early unwanted pregnancies will be able to receive the abortion pill legally
39ac0d6426600d7a9a4070663da1ffff	An unexpected pregnancy has the potential to become the greatest blessing or an inconceivable challenge depending
36aa8afd431122219d93b2e7b13de2f5	More than 50 studies have demonstrated a statistically significant increase in premature birth or low birth weight risk in women with prior induced abortions
d89bae720efbbf7d64f24b9d93a3569d	the propensity for this type of abortion to induce psychological sequelae is not insignificant
e78870ffb42b230c4eda25f4deb662fe	Mental Health Treatments Higher After Abortion
b2f1c16bf06da8fbbb0ffa463d2e32e7	Abortion Businesses Concealing Sex Crimes
daac5ca0338e976fb3f1d23885b90eb0	that benefit may be more than offset by all of the psychological and physical risks that come with an abortion
cc9b859659833ea3a97baba6e0ce280c	"The legalization of abortion in America only assured that far fewer women would be maimed or killed from illegal, back-alley abortions performed by unqualified ""doctors"" with no knowledge of obstetrics or gynecology"
ecdb79e6cf2b5f6eac094d8e0984f346	The prostaglandin in this chemical abortion method can cause trauma to the cervix
e2c650178da22de073d18ac5a2d4e689	they never consider the strain an unwanted child places on a family
f2f0499db9524627316e4400cf32d4b3	The destruction of human life, even 'incipient' or developing human life in the womb, can never be considered a private matter under our law
74292da21a0291febe9f24575f3a6b06	Reducing the number of unwanted pregnancies by 10% would eliminate more abortions in three days than would banning late term abortions
85a391efd70c61b4c95b901857a4a86a	having wide access to free emergency contraceptive pills - supplied by the Ministry of Health through health centers and clinics 16 - enables women to prevent many unwanted pregnancies
8f94bf951a0e8e8e0580914e8a3c49f7	Other nations in the region allow abortion only in cases of rape or when the woman's life is at risk
a3668c9b55eca61217f89d613b248141	"A ""states' rights"" amendment would return women to the days when medically safe abortions were reserved for those who lived in pro-choice states or who could pay for travel or high-priced illegal practitioners"
88dbbcccbc00cbbe5cd9b2e41232639e	The level of discomfort
554cb501197e62d5b2bf9941623636fa	an arm fell out into the iodine solution and jerked as if it were alive
2caf20da45109e83421ad97282394cce	Unsafe abortion causes approximately 47,000 maternal deaths and high levels of morbidity every year
3d623d24cb0aa852d2a128850f761566	restrictive abortion laws increase the incidence of fetal losses
da98e4004cecb062c23d9f87bed01623	a majority of women undergoing abortions do feel as if they have no other choice and
cde59bb74e17f05efd55f722935d18a7	"every abortion leaves ""one dead and one wounded"
82f247542eab663fef3d87603204fdd2	abortion may feel less invasive
2549eabf9aaea6dd024b2229484723fd	If becoming ill or if being told that you will become ill or sick gives someone a right to kill you, then you would say the law is wrong
1007468a569d3f85c0531ddf83c49fc1	Reality dictates that birth control and abortion be available to help prevent teens from becoming parents
4429da29c6262f2fdca8bc39042d5087	allows women the right to control one's own body
a058a9719af83d4642d64582885c97c9	it also provides teenagers who become pregnant equal prospects
87b7555225febc2433cdf73ebb67ac5c	vast areas of west and north Texas will be without clinics providing abortion - as well as such health services as contraception and breast cancer screening
32ff10b40abd21ec6832f31747be85fc	it allows women to obtain a timely abortion reducing the risk of complications
e5e18566893e50fda7f50478329db8ea	if the pregnancy is detrimental to the mother, then she has the option of having the child and possibly dying or having an abortion
739bb7daa4dafc744b77592d057c7628	Abortion is dangerous and medically risky
21aae2d4933b7ae5959fc686ada41342	Making abortion illegal won't put an end to it, but will only make it more perilous, since the woman attempting abortion unsupervised by a doctor may in some cases lose her life
34d99393a2b20a7a5d3ebeb4d41f8645	the best way to eliminate poverty is to eliminate or at least reduce the poor
9fb84a9b7a3b3a22c08cc906b7062d91	they cause girls to delay seeking medical care
f39bee7a78e6311d2d587971a82f6b7f	they do not exempt girls with abusive, ill, absent, or anti-abortion parents
2462485dd5632141f935bf02651c1b2c	researchers have found that women with a history of sexual assault may experience greater distress during and after an abortion exactly because of these associations between the two experiences
7719bb9a49369f5b60a7b15611fbf7a9	growing evidence from women who have experienced legalized abortion that it is anything but easier or safer
dbe0c48cbf1df64ee328f47b678478a1	is not abortion the ultimate abuse of a child
f89cd6ada1958e797e1a47e892aa23f6	To health providers, knowing the abortion law would allow them to conduct their duties without apprehension so that they can provide the best quality care to patients within the law
5c5f3bd81c7d13de930832cd2e9bf80b	the illegality of abortion in Mexico is a significant cause of death to women who seek abortions, while it is not very effective at preventing abortions
