topic,stance,sentence
1,1,alter the nature of human beings
1,0,there are fears that some clones may be born with genetic deficiencies
1,1,Scientists could use those cells to create new brain tissue for people suffering from Parkinson's disease and pancreatic tissue for people with diabetes
1,1,endangered species could be preserved if currently practiced methods fail
1,0,life begins at the moment of conception
1,0,the attempt would result in the death of many embryos
1,0,You can sustain and keep using her genetic profile indefinitely through cloning
1,1,Therapeutic cloning will in time allow scientists to create organs that are a perfect match for those in need of a transplant
1,1,cloning would be the key that opens the door to countless other brave new world technologies
1,0,he used credit card cloning equipment to commit fraud
1,1,Things that seemed impossible only a few years ago are now a reality
1,0,nearly 98 percent of cloning efforts end in failure
1,1,by using the ability to create clones we could possible help to return the population of endangered animals back to being stable
1,0,For plants the risks of cloning are just as bad as the ones in mammals
1,0,"some risks can include higher mutation rates, the chance of losing a species in general and the risk of genetic variation loss"
1,0,There may be cases where cloning may be due to the desire of an individual to continue his life through the production of cloned offspring
1,0,"some scientists and much of the public were troubled or apparently even horrified at the prospect that if adult mammals such as sheep could be cloned, then cloning of adult humans by the same process would likely be possible as well"
1,0,If you clone clones everytime you flower to start new vegging plants you are loosing final product
1,1,"scientists have cloned cats that glow red when exposed to ultraviolet rays, an achievement that could help develop cures for human genetic diseases"
1,1,"the FDA, which regulates public cloning research, requires anyone in the United States attempting to clone humans to first get its permission"
1,1,Reproductive cloning has immense potential in populating endangered or extinct species
1,1,a cloning ban would restrict research that would be potentially beneficial
1,0,occurrences and the effects of burdensome demands placed upon our environment
1,0,"""Factor H"" - the Human variable they deemed so essential in creating effective, aggressive soldiers - impossible, and so eschewed sterile clones in the name of military effectiveness"
1,1,"The goal is not to create cloned human beings (called ""reproductive cloning""), but rather to harvest stem cells that can be used to study human development and to potentially treat disease"
1,1,The platform is highly scalable
1,1,"It can also be used to generate the skin to treat burn victims, can be used to create nerve cells to treat patients suffering from nerve degenerative diseases"
1,1,"Through cloning, you could help thousands of people and animals"
1,1,human organs could be grown from a small sample of cells for a specific patient
1,1,cloned animals) are indeed safe
